ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B0CQYXYSV6,HEAD Kids Tour Backpack 14L BKWH,HEAD,https://www.amazon.co.uk/dp/B0CQYXYSV6,Sports & Outdoors,OK,29.98,30.64,2.0%,50554,76222,11,0,2,1,Y,3.29,5.38,8.67,19.49,1.82,9.4%,17.76,28.16,99%,Amazon,yes,4.2,22,4,N,3,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0724794852651,724794852651,00724794852651,5,10,6,0,5.7,5.3,2.3,4.1,CASH FLOW,3,40.00,OK,CASH FLOW | GBP40.00/mo | 22/mo | GBP1.82 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 22/mo | GBP1.82 profit | GBP40.00 monthly gross | stable | 2 sellers
B0FN4N5KMR,Wilson Reaction 2 Play Badminton Set inc 2 Rackets & Shuttles,Racketworld,https://www.amazon.co.uk/dp/B0FN4N5KMR,Sports & Outdoors,OK,29.99,29.99,0.0%,52313,75967,11,0,2,1,N,4.80,5.38,10.18,19.49,0.31,1.6%,16.51,29.68,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,0.0,0,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,5,10,6,0,5.7,3.7,1,2,UNASSIGNED,9,6.80,OK,,BRAND APPROACH,BRAND APPROACH | 22/mo | GBP0.31 profit | GBP6.80 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0DRCY5ZB1,"SHABIER Pu Leather Waterproof Golf Headcover with Number Design for Golf Club (Black, #U Hybird)",SHABIER,https://www.amazon.co.uk/dp/B0DRCY5ZB1,Sports & Outdoors,OK,21.99,21.99,0.0%,52304,261839,3,0,3,3,N,2.94,4.15,7.09,14.29,0.61,4.3%,12.42,21.38,0%,Outdoor Leisure Time (90%) / AK3YKQYHHQG,yes,5.0,3,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,,,,5,10,8,0,6.1,4,1.5,2.7,UNASSIGNED,4,3.70,OK,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP0.61 profit | GBP3.70 monthly gross | stable | 3 sellers | weak listing 2 imgs
B0CQYZ8N3G,"HEAD Tour Backpack 25 L, Ceramic/Teal",HEAD,https://www.amazon.co.uk/dp/B0CQYZ8N3G,Sports & Outdoors,OK,60.00,59.52,-1.0%,35518,36385,39,0,2,2,Y,4.37,10.01,14.38,39.00,6.62,17.0%,38.02,53.38,91%,Amazon,yes,4.5,124,4,N,3,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0724794858172,724794858172,,8,8,7,1,6.4,7.5,5.9,7.1,CASH FLOW,1,516.40,OK,CASH FLOW | GBP516.40/mo | 78/mo | GBP6.62 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 78/mo | GBP6.62 profit | GBP516.40 monthly gross | stable | 2 sellers
B09P5BFTDF,"Dunlop Tabletennisbat Evolution 2000, Blue",Dunlop Sports,https://www.amazon.co.uk/dp/B09P5BFTDF,Sports & Outdoors,OK,24.95,24.88,0.0%,52426,74418,12,0,10,10,Y,2.10,4.60,6.70,16.22,2.03,12.5%,15.21,22.92,37%,Martin Berrill Sports (90%) / A2LK7M71UQ,yes,5.0,9,6,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0045566500540,045566500540,,5,10,0,0,4.5,6,3.8,5.4,UNASSIGNED,9,48.70,OK,,NO,NO | 24/mo est | GBP2.03 profit | 10 sellers | overcrowded
B0CBHN1R4W,YONEX NANOFLARE 1000 PLAY STRUNG BADMINTON RACKET - LIGHTNING YELLOW - NEW FOR 2023/24,YONEX,https://www.amazon.co.uk/dp/B0CBHN1R4W,Sports & Outdoors,OK,48.51,54.58,11.0%,35980,44675,38,0,14,14,N,4.50,8.24,12.74,31.53,4.24,13.4%,29.81,44.27,0%,Pappy Mart (72%) / A25PZFC4F8HGHQ,no,4.2,222,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,"0008235715751, 4550468480075, 8903224372057",008235715751,00008235715751,8,10,0,1,5.6,7.8,4.2,7.1,CASH FLOW,1,322.20,SQUEEZED,CASH FLOW | GBP322.20/mo | 76/mo | GBP4.24 unit profit | SQUEEZED | 14 sellers,MAYBE-ROI,CASH FLOW | 76/mo | GBP4.24 profit | GBP322.20 monthly gross | SQUEEZED | 14 sellers
B0BW4G37GT,Wilson Blade Feel COMP JR 26 N/A,Wilson,https://www.amazon.co.uk/dp/B0BW4G37GT,Sports & Outdoors,OK,42.90,45.27,5.0%,36264,54094,20,0,5,4,Y,4.50,7.38,11.88,27.89,3.14,11.3%,25.85,39.76,84%,Amazon,yes,4.6,60,3,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0097512652452,097512652452,00097512652452,8,10,4,1,6.4,7,4.3,6.2,CASH FLOW,2,125.60,OK,CASH FLOW | GBP125.60/mo | 40/mo | GBP3.14 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 40/mo | GBP3.14 profit | GBP125.60 monthly gross | stable | 5 sellers
B09BZGS9BP,Carlton Nanoblade Tour 2 Player Adult Badminton Set,Carlton,https://www.amazon.co.uk/dp/B09BZGS9BP,Sports & Outdoors,OK,27.99,28.31,1.0%,36349,51208,15,0,2,2,N,4.65,5.07,9.72,18.19,0.07,0.4%,15.22,27.92,0%,Racketworld (85%) / A2U69NIMV1A46Q,no,4.2,58,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"5060960931269, 0045566806178",045566806178,,8,10,10,0,7.4,5.8,1.8,3.8,UNASSIGNED,9,2.10,OK,,BRAND APPROACH,BRAND APPROACH | 30/mo | GBP0.07 profit | GBP2.10 monthly gross | stable | 2 sellers | weak listing 1 imgs
B07ZJL8CYM,Carlton Pro Badminton Series + Cover and 6 Shuttles,Carlton,https://www.amazon.co.uk/dp/B07ZJL8CYM,Sports & Outdoors,OK,29.95,28.34,-6.0%,51527,43515,21,0,2,2,N,4.65,5.37,10.02,19.47,0.46,2.4%,16.61,29.49,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.1,87,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060529426762,,,6,6,10,0,5.6,6.6,1.4,4.4,UNASSIGNED,9,19.30,OK,,BRAND APPROACH,BRAND APPROACH | 42/mo | GBP0.46 profit | GBP19.30 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0CP85MKRR,TH Golf Academy Training Mat [1.5 x 1m] | Large 13mm Artificial Grass Mat | Professional | 3 Rubber Tees Included,TH Golf,https://www.amazon.co.uk/dp/B0CP85MKRR,Sports & Outdoors,OK,36.00,36.00,0.0%,36591,67635,15,0,2,2,N,4.80,6.31,11.11,23.40,1.49,6.4%,20.74,34.51,0%,TH Golf (96%) / AI8F5HPPMV23J,yes,4.1,15,6,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060939992710,,,8,10,7,0,6.8,5.8,2.5,4.4,BALANCED,3,44.70,OK,BALANCED | GBP44.70/mo | 30/mo | GBP1.49 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 30/mo | GBP1.49 profit | GBP44.70 monthly gross | stable | 2 sellers
B0DQLLSVX9,HEAD Radical 19 Junior Tennis Racket,HEAD,https://www.amazon.co.uk/dp/B0DQLLSVX9,Sports & Outdoors,OK,28.00,27.82,-1.0%,37000,82471,11,0,6,6,Y,3.71,5.07,8.78,18.20,1.02,5.6%,16.02,26.98,79%,Amazon,yes,4.7,4,3,N,3,WEAK,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0726423388333,726423388333,,7,8,1,0,4.7,4,1.5,3,UNASSIGNED,9,22.40,OK,,NO,NO | 22/mo est | GBP1.02 profit | ROI 6% | margin too thin
B0F6SYSPSQ,Hockey Black Golf Club Driver Headcovers Cover Protector,CRAFTSMAN GOLF,https://www.amazon.co.uk/dp/B0F6SYSPSQ,Sports & Outdoors,OK,21.99,22.59,3.0%,30468,61779,11,0,2,2,N,3.04,4.15,7.19,14.29,0.51,3.6%,12.34,21.48,0%,UK GLASSWARE (83%) / A1DTUHB70OIWCX,yes,4.6,10,4,N,3,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,7,10,9,0,6.9,5.8,1.7,3.9,CASH FLOW,3,11.20,OK,CASH FLOW | GBP11.20/mo | 22/mo | GBP0.51 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 22/mo | GBP0.51 profit | GBP11.20 monthly gross | stable | 2 sellers
B0FB8ZVZFD,Andux 4Pcs/Set Long Neck Gold Golf Hybrids Club Head Covers with Dial No. Tag MT/HY15 (Green),Andux,https://www.amazon.co.uk/dp/B0FB8ZVZFD,Sports & Outdoors,OK,27.99,27.99,0.0%,42637,210426,1,0,3,3,N,3.05,5.07,8.12,18.19,1.67,9.2%,16.56,26.32,0%,Andux Store (100%) / AI0DEM54106VN,yes,5.0,1,7,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,,,,5,10,6,0,5.7,1.8,2.1,1.6,UNASSIGNED,4,3.30,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 2/mo | GBP1.67 profit | GBP3.30 monthly gross | stable | 3 sellers | needs trade under GBP16.56
B09BK8QPTC,NIKE GOLF GLOVES MENS TOUR CLASSIC IV WHITE L/H - M-L,NIKE,https://www.amazon.co.uk/dp/B09BK8QPTC,Sports & Outdoors,OK,30.44,30.88,1.0%,20388,45206,16,0,9,4,N,1.89,5.45,7.34,19.79,3.32,16.8%,19.25,27.12,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.8,69,2,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0887791409362,887791409362,,9,10,0,1,5.9,7.3,5.4,7.1,CASH FLOW,2,106.20,OK,CASH FLOW | GBP106.20/mo | 32/mo | GBP3.32 unit profit | stable | 9 sellers,MAYBE-ROI,CASH FLOW | 32/mo | GBP3.32 profit | GBP106.20 monthly gross | stable | 9 sellers
B0G2S5R39R,"DUNLOP Tennis Racket FX Junior 26 Pre-Strung – Kids Power Racquet – Grip G0, blue",Dunlop Sports,https://www.amazon.co.uk/dp/B0G2S5R39R,Sports & Outdoors,OK,30.00,29.73,-1.0%,52178,48590,21,0,3,2,Y,4.80,5.38,10.18,19.50,0.32,1.6%,16.51,29.68,98%,Amazon,yes,5.0,2,2,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0045566185587,045566185587,,6,8,5,0,5.2,4.6,0.9,2.7,UNASSIGNED,9,13.40,OK,,MAYBE-ROI,MAYBE-ROI | 42/mo | GBP0.32 profit | GBP13.40 monthly gross | stable | 3 sellers | needs trade under GBP16.52
B0DSJPXRHY,"adidas Unisex MEN GOLF RAINGLOVE PAIR, black, XS",adidas,https://www.amazon.co.uk/dp/B0DSJPXRHY,Sports & Outdoors,OK,26.99,29.02,7.0%,52266,28413,6,0,2,2,Y,4.54,4.92,9.46,17.54,-0.01,-0.1%,14.61,27.00,0%,TradeINN (57%) / A1JTB2R3QULPAM,no,4.1,9,3,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,"0198321909789, 4068812334979",198321909789,,5,10,9,0,6.3,4.9,1.7,3.2,UNASSIGNED,9,-0.10,OK,,MAYBE-ROI,MAYBE-ROI | 12/mo | GBP-0.01 profit | GBP-0.10 monthly gross | stable | 2 sellers | needs trade under GBP14.61
B0C2V64FSC,FakeFace Professional Badminton Racket Bag 4-6 Pack Racquet Handbag Waterproof Tennis Racquetball Battledore Sport Duffel Large Capacity Gym Equipment Bag Portable Shoulder Tote Bag with Handle,FakeFace,https://www.amazon.co.uk/dp/B0C2V64FSC,Sports & Outdoors,OK,23.98,22.03,-9.0%,32482,50711,7,0,2,2,N,3.15,4.45,7.60,15.59,0.79,5.1%,13.65,23.19,0%,YLuckyshop (97%) / A26FMJ3FYJX65U,yes,4.3,36,8,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,7,6,10,0,5.9,5,2.3,3.9,CASH FLOW,3,11.10,OK,CASH FLOW | GBP11.10/mo | 14/mo | GBP0.79 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 14/mo | GBP0.79 profit | GBP11.10 monthly gross | stable | 2 sellers
B0D5WN51GX,Pack Of X2 Junior 2 Player Kids Tennis Metal Racquet and Ball Set Lightweight Aluminium – Garden Outdoor Children Sports Fun Game Picnic Sport Beach Court Park Tournament With Carry Storage Bag (2 PAC,Unibos,https://www.amazon.co.uk/dp/B0D5WN51GX,Sports & Outdoors,OK,22.04,22.16,1.0%,37684,93433,10,0,2,2,N,0.00,4.15,4.15,14.33,3.56,24.8%,14.90,18.48,0%,Unibos (87%) / A382R9CUOXTFOP,no,4.1,3,9,N,4,AVERAGE,Y,-,,LOW SELLER CHECK,KEEPA,,,,7,10,7,3,7.1,6.2,6.1,5.9,BALANCED,3,71.20,OK,BALANCED | GBP71.20/mo | 20/mo | GBP3.56 unit profit | stable | 2 sellers,MAYBE,BALANCED | 20/mo | GBP3.56 profit | GBP71.20 monthly gross | stable | 2 sellers
B0F5H8GXM6,ITODA Large Capacity Waterproof Tennis Bag 6 Pack Badminton Racquet Handbag Portable Squash Racket Carrying Bag Adjustable Strap Battledore Sport Duffel Gym Equipment Carry Case Blue,ITODA,https://www.amazon.co.uk/dp/B0F5H8GXM6,Sports & Outdoors,OK,20.99,21.69,3.0%,53820,96608,6,0,2,2,N,2.99,3.99,6.98,13.64,0.37,2.7%,11.68,20.62,0%,ITODAUK (99%) / A2LRN6KB83X49I,yes,4.0,1,7,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,5,10,7,0,5.9,3.4,1.1,1.8,UNASSIGNED,9,4.40,OK,,MAYBE-ROI,MAYBE-ROI | 12/mo | GBP0.37 profit | GBP4.40 monthly gross | stable | 2 sellers | needs trade under GBP11.67
B0F8VN1PKD,"FORB Divot Board Golf Swing Mat – Real-Time Swing Path Trainer for Golfers | Portable Golf Training Aid for Home, Garden, or Range Practice | Durable, Non-Slip Base | Suitable for All Skill Levels",FORB,https://www.amazon.co.uk/dp/B0F8VN1PKD,Sports & Outdoors,OK,29.99,32.39,7.0%,37816,30553,27,0,2,2,N,0.00,5.38,5.38,19.49,5.11,26.2%,20.51,24.88,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,5.0,7,6,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5063745029816,,,8,10,9,5,8.2,9,7.9,8.5,BALANCED,1,275.90,OK,BALANCED | GBP275.90/mo | 54/mo | GBP5.11 unit profit | stable | 2 sellers,MAYBE,BALANCED | 54/mo | GBP5.11 profit | GBP275.90 monthly gross | stable | 2 sellers
B00JTV9LEW,"Wilson Pick Up Ball Tube - Red, N/A",Wilson,https://www.amazon.co.uk/dp/B00JTV9LEW,Sports & Outdoors,OK,28.90,28.60,-1.0%,38162,61295,14,0,4,4,Y,5.81,5.22,11.03,18.79,-0.91,-4.9%,14.89,29.81,100%,Amazon,yes,3.9,109,5,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0887768174903,887768174903,00887768174903,7,8,4,0,5.3,3.6,0.8,2,UNASSIGNED,9,-25.50,OK,,MAYBE-ROI,MAYBE-ROI | 28/mo | GBP-0.91 profit | GBP-25.50 monthly gross | stable | 4 sellers | needs trade under GBP14.89
B0BHY6LWXH,"10L0L Durable Golf Umbrella Holder, Aluminium Alloy, Base Super Strong Windproof, Universal Umbrella Stand for Electric Scooter, Wheelchair, Beach Chair, Cool Black",10L0L,https://www.amazon.co.uk/dp/B0BHY6LWXH,Sports & Outdoors,OK,49.89,47.97,-4.0%,47825,51436,6,0,4,3,N,2.90,8.45,11.35,32.43,6.12,18.9%,32.12,43.77,0%,AKF Store EU (60%) / AF9WFOR2HWTZD,no,4.1,501,6,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,,,,7,8,7,1,6.1,6.7,6.2,7,PROFIT,3,73.40,OK,PROFIT | GBP73.40/mo | lower volume | GBP6.12 unit profit | stable | 4 sellers,MAYBE-ROI,PROFIT | 12/mo | GBP6.12 profit | GBP73.40 monthly gross | stable | 4 sellers
B0DJXTMWC2,BAIRBRE Leather Mallet Putter Covers for DF3 Putter with Magnetic Closure and Thick Plush Lining,BAIRBRE,https://www.amazon.co.uk/dp/B0DJXTMWC2,Sports & Outdoors,OK,37.16,41.23,10.0%,53152,67613,20,0,7,14,N,2.94,6.49,9.43,24.15,3.58,14.8%,23.11,33.58,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.8,352,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,,6,10,6,1,6.2,8.5,4.9,7.6,CASH FLOW,2,143.20,OK,CASH FLOW | GBP143.20/mo | 40/mo | GBP3.58 unit profit | stable | 7 sellers,MAYBE-ROI,CASH FLOW | 40/mo | GBP3.58 profit | GBP143.20 monthly gross | stable | 7 sellers
B01N24MQXO,"Bender Gloves - Men's Golf Glove, Durable Mesh Material, Unique Golf Gloves Men Right Handed Golfer (Wear On Left)",BG,https://www.amazon.co.uk/dp/B01N24MQXO,Sports & Outdoors,OK,38.89,40.84,5.0%,38854,139320,7,0,3,5,N,1.89,6.75,8.64,25.28,4.97,19.7%,25.21,33.92,0%,STARRAIN LTD (58%) / A3AUFRCH1ZY5HP,no,4.4,1040,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,,8,10,10,1,7.6,7,6.2,6.9,BALANCED,3,69.60,OK,BALANCED | GBP69.60/mo | 14/mo | GBP4.97 unit profit | stable | 3 sellers,MAYBE,BALANCED | 14/mo | GBP4.97 profit | GBP69.60 monthly gross | stable | 3 sellers
B0FNDSFWS1,Bridgestone Golf Tour B RX White,Bridgestone Golf,https://www.amazon.co.uk/dp/B0FNDSFWS1,Sports & Outdoors,OK,39.95,50.77,21.0%,54746,107501,5,0,3,2,N,2.94,6.91,9.85,25.97,4.13,15.9%,25.08,35.82,0%,Bargain Sports Supplies (90%) / AW1A4XRT,no,4.7,4,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0760778095973,760778095973,,5,10,8,1,6.3,5.6,4.8,5.4,UNASSIGNED,4,41.30,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 10/mo | GBP4.13 profit | GBP41.30 monthly gross | COMPRESSED | 3 sellers | needs trade under GBP25.08
B09S3ZCJDS,"Wilson Fusion XL Tennis Racket, Aluminium, Head-Light (grip-heavy) balance, 291 g, 69.9 cm length",Wilson,https://www.amazon.co.uk/dp/B09S3ZCJDS,Sports & Outdoors,OK,35.00,34.55,-1.0%,54151,75086,12,0,2,2,Y,4.65,6.15,10.80,22.75,1.45,6.4%,20.16,33.55,49%,Amazon,yes,4.4,245,6,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,,"097512587389, 097512819084",00097512587389,5,8,10,0,5.9,6.3,2.8,5.1,BALANCED,3,34.80,OK,BALANCED | GBP34.80/mo | 24/mo | GBP1.45 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 24/mo | GBP1.45 profit | GBP34.80 monthly gross | stable | 2 sellers
B077FZXBDG,"Cornilleau ITTF Plastic ABS Evolution 1 Star Training Table Tennis Balls (Pack of 72), White",Cornilleau,https://www.amazon.co.uk/dp/B077FZXBDG,Sports & Outdoors,OK,27.50,27.50,0.0%,54679,61635,13,0,3,4,N,3.26,5.00,8.26,17.88,1.36,7.6%,16.03,26.14,0%,Cornilleau (UK) (92%) / A148ZLTFR48JHR,yes,4.4,66,4,Y,5,AVERAGE,Y,-,MAYBE-ROI,,KEEPA,"3222763206551, 5060509650842",,03222763206551,5,10,8,0,6.1,5.9,2.5,4.4,BALANCED,3,35.40,OK,BALANCED | GBP35.40/mo | 26/mo | GBP1.36 unit profit | stable | 3 sellers,MAYBE-ROI,BALANCED | 26/mo | GBP1.36 profit | GBP35.40 monthly gross | stable | 3 sellers
B0BS1GG6YV,Tecnifibre TFight Club Junior Tennis Racket 25,Tecnifibre,https://www.amazon.co.uk/dp/B0BS1GG6YV,Sports & Outdoors,OK,29.95,29.95,0.0%,54544,113986,6,0,4,4,Y,4.50,5.37,9.87,19.47,0.61,3.1%,16.73,29.34,0%,SMASH Sports (96%) / A373IUM03PG8JA,yes,5.0,2,2,N,3,WEAK,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,3490150203272,,,5,10,6,0,5.7,4.6,1.5,3,CASH FLOW,3,7.30,OK,CASH FLOW | GBP7.30/mo | 12/mo | GBP0.61 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 12/mo | GBP0.61 profit | GBP7.30 monthly gross | stable | 4 sellers
B0FL2W31GL,"HEAD Paw Patrol 19 Junior Tennis Racquet, blue",HEAD,https://www.amazon.co.uk/dp/B0FL2W31GL,Sports & Outdoors,OK,24.67,26.41,7.0%,40874,14225,29,0,2,1,Y,3.71,4.56,8.27,16.04,0.37,2.3%,13.67,24.30,100%,Amazon,yes,3.5,2,8,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0198772075323,198772075323,,7,10,5,0,6.1,5.4,1.2,3.3,UNASSIGNED,9,21.50,OK,,MAYBE-ROI,MAYBE-ROI | 58/mo | GBP0.37 profit | GBP21.50 monthly gross | stable | 2 sellers | needs trade under GBP13.67
B0DPZKL57W,"Lyle & Scott Golf Gifts: Premium Leather Golf Scorecard Holder Gift Set with Metal Eagle Ball Marker and Divot Tool, Stitching, Two-Tone Design, Elastic Straps - Perfect Golf Gift",Lyle & Scott,https://www.amazon.co.uk/dp/B0DPZKL57W,Sports & Outdoors,OK,24.99,21.64,-15.0%,40997,57496,17,0,2,2,Y,1.87,4.61,6.48,16.24,2.27,14.0%,15.43,22.72,100%,Amazon,yes,3.7,5,8,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,PRICE CHECK; AMAZON CHECK; LOW SELLER CHECK,KEEPA,5061052530988,,,7,5,6,0,4.8,5.5,3.1,4.6,UNASSIGNED,9,77.20,OK,,NO,NO | 34/mo est | GBP2.27 profit | ROI 14% | margin too thin
B0CDBYXQ8Q,Weewooday 4 Pack Large White Umbrella Wedding Golf Windproof and Rainproof Automatic Umbrella Bride Bridegroom Party(Eva Handle),Weewooday,https://www.amazon.co.uk/dp/B0CDBYXQ8Q,Sports & Outdoors,OK,43.99,45.96,4.0%,64758,36543,28,0,2,2,N,4.65,7.54,12.19,28.59,3.21,11.2%,26.50,40.78,0%,Xipshown (100%) / A29GLTZVCZ0ISR,yes,4.7,22,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,4,10,10,1,6.4,8.9,5.2,7.8,CASH FLOW,2,179.80,OK,CASH FLOW | GBP179.80/mo | 56/mo | GBP3.21 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 56/mo | GBP3.21 profit | GBP179.80 monthly gross | stable | 2 sellers
B0FQK28Y6X,"Carlton Nanomax Pro Ti Badminton Set, 4 Player Set with Rackets, Carry Cover, Shuttles, Net & Posts for instant play.",Carlton,https://www.amazon.co.uk/dp/B0FQK28Y6X,Sports & Outdoors,OK,38.99,39.26,1.0%,55025,46962,23,0,2,2,N,4.65,6.77,11.42,25.34,2.23,8.8%,22.98,36.76,0%,Racketworld (85%) / A2U69NIMV1A46Q,no,5.0,1,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0045566810298,045566810298,,6,10,9,0,6.6,8.4,3.4,6.9,CASH FLOW,2,102.60,OK,CASH FLOW | GBP102.60/mo | 46/mo | GBP2.23 unit profit | stable | 2 sellers,BRAND APPROACH,CASH FLOW | 46/mo | GBP2.23 profit | GBP102.60 monthly gross | stable | 2 sellers
B0191ZAD92,FORB Launch Pad Golf Practice Mat – 2ft x 1ft Artificial Turf Hitting Mat – Includes Removable Rubber Tee – Durable Rubber Base – Ideal for Indoor & Outdoor Golf Practice,Nws,https://www.amazon.co.uk/dp/B0191ZAD92,Sports & Outdoors,HEAVY,29.99,36.23,17.0%,41407,83513,8,0,2,2,N,0.00,5.38,5.38,19.49,5.11,26.2%,20.51,24.88,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.1,203,7,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5055984407241,,,6,10,10,4,7.6,7.3,7.2,7.2,BALANCED,3,81.80,SQUEEZED,BALANCED | GBP81.80/mo | 16/mo | GBP5.11 unit profit | SQUEEZED | 2 sellers,MAYBE,BALANCED | 16/mo | GBP5.11 profit | GBP81.80 monthly gross | SQUEEZED | 2 sellers
B0BQWVJBR3,BACK POCKET GOLF Yardage Book (4 Pack) - USGA Conforming and Made in USA - Essential for Tournament Players. Fits Easily Inside Your Yardage Book or scorecard Holder.,BACK POCKET GOLF,https://www.amazon.co.uk/dp/B0BQWVJBR3,Sports & Outdoors,OK,30.82,28.82,-7.0%,41581,126894,9,0,2,1,N,2.10,5.51,7.61,20.03,3.18,15.9%,19.34,27.64,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,5.0,1,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0196852788514,196852788514,,6,6,8,1,5.4,6.6,5.4,6.4,BALANCED,3,57.20,OK,BALANCED | GBP57.20/mo | 18/mo | GBP3.18 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 18/mo | GBP3.18 profit | GBP57.20 monthly gross | stable | 2 sellers
B01K9S0MGO,"JOOLA Pro Tour Table Tennis Net, Multicoloured",JOOLA,https://www.amazon.co.uk/dp/B01K9S0MGO,Sports & Outdoors,OK,29.90,31.53,5.0%,48277,56078,26,0,6,5,Y,3.35,5.37,8.72,19.43,1.74,9.0%,17.65,28.16,0%,Joola Tischtennis GmbH (100%) / A54MA695,yes,4.6,228,5,Y,5,AVERAGE,Y,-,MAYBE-ROI,AMAZON CHECK,KEEPA,4002560310366,,04002560310366,7,10,3,0,5.7,6.5,2.3,5,CASH FLOW,3,90.50,OK,CASH FLOW | GBP90.50/mo | 52/mo | GBP1.74 unit profit | stable | 6 sellers,MAYBE-ROI,CASH FLOW | 52/mo | GBP1.74 profit | GBP90.50 monthly gross | stable | 6 sellers
